strategy,time_s,distance_m,mass_kg,height_m,airspeed_mps,groundspeed_mps,mach,density_kgm3,lift_N,drag_N,thrust_N,fuel_flow_kgs,climb_rate_mps,energy_residual,lift_balance_residual
constant_speed,389.1536391267018,102021.06771050385,66909.44437628574,10080.762742382452,240.0,260.195678616714,0.8023824866340832,0.3078983573524269,656157.5026927026,41363.77815351378,45443.912925324774,13.678617790522754,1.4923739212248883,5.003391231227413e-17,0.0
constant_speed,394.1536391267018,103322.13928372023,66841.08623024207,10088.224611988577,240.0,260.23350746481606,0.8024699063544434,0.30758379247934053,655487.1382798033,41321.518780202656,45397.485075482284,13.664643007720166,1.4923739212248877,4.006806545608038e-17,0.0
constant_speed,399.1536391267018,104623.40835310181,66772.79792241294,10095.686481594701,240.0,260.2746770827992,0.8025573546542151,0.3072695489819843,654817.4587458308,41279.30258125118,45351.10465873047,13.650682502277872,1.4923739212248883,-7.019082512232587e-17,0.0
constant_speed,404.1536391267018,105924.89162249802,66704.579381448,10103.148351200827,240.0,260.31918747066345,0.8026448315489741,0.30695562653202396,654148.463391077,41237.12951255013,45304.771626609196,13.636736259609366,1.492373921224888,-3.011254672914236e-17,0.0
constant_speed,409.1536391267018,107226.60579575825,66636.43053606983,10110.610220806951,240.0,260.36703862840886,0.8027323370543075,0.3066420248014612,653480.1515165492,41194.999530035435,45258.48593070788,13.622804265143069,1.492373921224888,4.0191123634378414e-17,0.0
constant_speed,414.1536391267018,108528.56757673192,66568.35131507383,10118.072090413076,240.0,260.4182305560354,0.8028198711858145,0.30632874346263217,652812.5224239688,41152.91258968803,45212.2475226654,13.608886504322282,1.4923739212248879,4.023222695651166e-17,0.0
constant_speed,419.1536391267018,109830.79366926842,66500.34164732811,10125.5339600192,240.0,260.47276325354306,0.8029074339591064,0.30601578218820835,652145.5754157702,41110.868647533796,45166.05635417002,13.594982962605172,1.4923739212248877,-5.03417153935866e-17,0.0
constant_speed,424.1536391267018,111133.30077721715,66432.40146177348,10132.995829625324,240.0,260.53063672093185,0.8029950253898059,0.30570314065119536,651479.3097951008,41068.867659643576,45119.9123769594,13.581093625464778,1.492373921224888,-3.023591981433116e-17,0.0
constant_speed,429.1536391267018,112436.10560442753,66364.53068742335,10140.457699231449,240.0,260.59185095820175,0.8030826454935486,0.30539081852493294,650813.7248658201,41026.90958213304,45073.815542820455,13.567218478388954,1.4923739212248874,3.0266841984197065e-17,0.0
constant_speed,434.1536391267018,113739.22485474897,66296.72925336365,10147.919568837573,240.0,260.6564059653528,0.8031702942859809,0.30507881548309446,650148.8199324986,40984.994371162786,45027.76580358944,13.553357506880419,1.492373921224888,7.069485681546948e-17,0.0
constant_speed,439.1536391267018,115042.67523203087,66228.99708875275,10155.381438443697,240.0,260.72430174238497,0.8032579717827618,0.3047671311996869,649484.5943004171,40943.12198293809,44981.76311115171,13.539510696456663,1.492373921224888,-7.076715619926587e-17,0.0
constant_speed,444.1536391267018,116346.47344012263,66161.33412282138,10162.843308049822,240.0,260.7955382892983,0.8033456779995625,0.3044557653490501,648821.0472755663,40901.29237370902,44935.80741744183,13.525678032649989,1.4923739212248877,-1.011993278905575e-17,0.0
constant_speed,449.1536391267018,117650.63618287366,66093.74028487263,10170.305177655946,240.0,260.8701156060927,0.8034334129520654,0.30414471760585676,648158.1781646461,40859.50549977038,44889.89867444351,13.511859501007496,1.4923739212248879,-6.078169445439518e-17,0.0
constant_speed,454.1536391267018,118955.18016413336,66026.21550428176,10177.767047262072,240.0,260.94803369276826,0.8035211766559657,0.30383398764511166,647495.9862750646,40817.761317461554,44844.03683418945,13.498055087091021,1.4923739212248879,5.070321306798155e-17,0.0
constant_speed,459.1536391267018,120260.12208775114,65958.75971049622,10185.228916868196,240.0,261.02929254932496,0.8036089691269701,0.30352357514215217,646834.4709149377,40776.059783166595,44798.22184876139,13.484264776477175,1.4923739212248879,5.0755067067359194e-17,0.0
constant_speed,464.1536391267018,121565.4786575764,65891.37283303551,10192.69078647432,240.0,261.11389217576277,0.8036967903807974,0.30321347977264684,646173.6313930877,40734.40085331408,44752.45367029003,13.470488554757297,1.4923739212248883,-1.0161394819528272e-17,0.0
constant_speed,469.1536391267018,122871.26657745856,65824.05480149115,10200.152656080445,240.0,261.2018325720817,0.8037846404331787,0.3029037012125957,645513.4670190432,40692.784484377094,44706.732250954934,13.456726407537433,1.492373921224888,-4.0687147370450073e-17,0.0
constant_speed,474.1536391267018,124177.50255124702,65756.8055455266,10207.61452568657,240.0,261.29311373828176,0.8038725192998567,0.3025942391383299,644853.9771030383,40651.21063287321,44661.05754298457,13.442978320438353,1.4923739212248877,7.1275326455078e-17,0.0
constant_speed,479.1536391267018,125484.20328279118,65689.62499487717,10215.076395292694,240.0,261.38773567436294,0.8039604269965862,0.30228509322651115,644195.1609560122,40609.67925536444,44615.429498656194,13.429244279095514,1.4923739212248879,-7.134821948315272e-17,0.0
constant_speed,484.1536391267018,126791.38547594045,65622.51307934997,10222.538264898818,240.0,261.4856983803253,0.8040483635391348,0.3019762631541317,643537.0178896073,40568.190308457146,44569.84807029583,13.415524269159043,1.4923739212248879,7.142118705867333e-17,0.0
constant_speed,489.1536391267018,128099.06583454424,65555.4697288238,10230.000134504942,240.0,261.58700185616874,0.8041363289432811,0.3016677485985135,642879.5472161699,40526.74374880202,44524.313210278175,13.401818276293728,1.492373921224888,4.0853845290216706e-17,0.0
constant_speed,494.1536391267018,129407.26106245194,65488.49487324911,10237.462004111067,240.0,261.6916461018933,0.8042243232248166,0.30135954923730834,642222.7482487484,40485.33953309408,44478.82487102661,13.38812628617901,1.4923739212248883,-2.0447813187739378e-17,0.0
constant_speed,499.1536391267018,130715.98786351297,65421.58844264793,10244.92387371719,240.0,261.799631117499,0.8043123463995445,0.3010516647484975,641566.6203010933,40443.97761807253,44433.38300501312,13.374448284508947,1.492373921224888,2.046872509505558e-17,0.0
constant_speed,504.1536391267018,132025.26294157674,65354.75036711377,10252.385743323315,240.0,261.91095690298584,0.8044003984832802,0.3007440948103907,640911.1626876562,40402.657960520824,44387.98756475824,13.360784256992229,1.4923739212248883,-6.146897516671965e-17,0.0
constant_speed,509.1536391267018,133335.10300049264,65287.98057681155,10259.84761292944,240.0,262.02562345835383,0.8044884794918512,0.30043683910162705,640256.3747235889,40361.38051726654,44342.63850283101,13.347134189352133,1.4923739212248879,-1.0255306545582109e-17,0.0
constant_speed,514.1536391267018,134645.5247441101,65221.27900197756,10267.309482535564,240.0,262.14363078360293,0.8045765894410972,0.3001298973011735,639602.2557247431,40320.145245181375,44297.33577184895,13.333498067326532,1.4923739212248879,-4.1063178447445776e-17,0.0
constant_speed,519.1536391267018,135956.5448762785,65154.64557291934,10274.77135214169,240.0,262.2649788787332,0.8046647283468701,0.29982326908832496,638948.8050076694,40278.95210118109,44252.07932447797,13.319875876667867,1.492373921224888,2.0552586808499246e-17,0.0
constant_speed,524.1536391267018,137268.18010084724,65088.080220015654,10282.233221747814,240.0,262.38966774374455,0.8047528962250338,0.2995169541427043,638296.0218896165,40237.80104222543,44206.86911343232,13.306267603143127,1.4923739212248879,5.143401466858105e-17,0.0
