scenario,distance_m,temperature_k,density_kgm3,sound_speed_mps,pressure_pa
standard_isa,131046.31273458149,221.545757921565,0.4002245180667937,298.3833000285695,25452.162085859258
standard_isa,131570.01191600453,221.52635746252048,0.4000753811837206,298.37023523378315,25440.449788560145
standard_isa,132093.80057046065,221.5069547840962,0.3999262697661392,298.35716837221247,25428.740516723054
standard_isa,132617.67975880223,221.48755602767548,0.3997772309971646,298.3441035798126,25417.03797477654
standard_isa,133141.6505509575,221.4681538792512,0.3996282086738454,298.3310359306498,25405.337749031376
standard_isa,133665.7140241986,221.4487537331456,0.3994792442245876,298.3179690577476,25393.64309169162
standard_isa,134189.8712335383,221.42935329737475,0.3993303200363183,298.3049014173518,25381.9526192988
standard_isa,134714.12326179465,221.40995051098685,0.3991814202887624,298.29183162106585,25370.26508959413
standard_isa,135238.471168833,221.39055187515004,0.3990325948585042,298.27876404810746,25358.58441679415
standard_isa,135762.91602468153,221.3711496526208,0.3988837843755248,298.2656934863591,25346.905940570683
standard_isa,136287.45890758993,221.35174954459544,0.3987350325630991,298.2526237763661,25335.233091808772
standard_isa,136812.1008709268,221.3323491320376,0.3985863208587462,298.2395532884462,25323.564413146774
standard_isa,137336.84299910098,221.31294623797828,0.3984376325759033,298.22648055572853,25311.898594908387
standard_isa,137861.68635093607,221.2935477223912,0.3982890202693149,298.2134102001407,25300.239759711803
standard_isa,138386.63199656532,221.27414542596603,0.3981404214200358,298.20033672404355,25288.583002230906
standard_isa,138911.68101526945,221.2547453559074,0.3979918820329222,298.1872641750122,25276.93193083155
standard_isa,139436.83445868432,221.23534496649853,0.3978433826016917,298.17419083764906,25265.285014753998
standard_isa,139962.09341289394,221.2159419650757,0.397694905578471,298.16111516679194,25253.64087735431
standard_isa,140487.45893562585,221.1965435693869,0.3975465061805035,298.1480420264898,25242.003848239976
standard_isa,141012.93209712353,221.17714119928544,0.3973981187584721,298.1349656342859,25230.368778758497
standard_isa,141538.51397775178,221.15774116707465,0.3972497915852312,298.12189024426283,25218.739453534527
standard_isa,142064.2056273257,221.13834080074733,0.3971015042164202,298.10881405553295,25207.11426892394
standard_isa,142590.00813368836,221.11893769228428,0.3969532382479523,298.0957354448371,25195.49178177389
standard_isa,143115.92255341733,221.0995394161249,0.3968050515435549,298.0826595177219,25183.876527242694
standard_isa,143641.9499568713,221.0801369725775,0.3966568753425065,298.0695802076584,25172.26311505351
standard_isa,144168.09142555203,221.0607369780901,0.3965087601717764,298.05650197468447,25160.655504845658
standard_isa,144694.34800736626,221.04133663477376,0.3963606846547767,298.0434229326602,25149.052020613693
standard_isa,145220.72079199966,221.02193341960904,0.3962126295364087,298.03034138043444,25137.45115316232
standard_isa,145747.21083482605,221.0025352625934,0.3960646553105338,298.017262664394,25125.85764173759
standard_isa,146273.81920632446,220.98313274584063,0.3959166901243868,298.0041804347231,25114.265856169208
